@relation arousal

@attribute Zcr numeric
@attribute Energy numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute MFCC14 numeric
@attribute MFCC15 numeric
@attribute MFCC16 numeric
@attribute MFCC17 numeric
@attribute MFCC18 numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute LPC10 numeric
@attribute LPC11 numeric
@attribute LPC12 numeric
@attribute LPC13 numeric
@attribute LPC14 numeric
@attribute arousal {-2,-1,0,1,2}

@data
0.1362951,0.4778612,0.483888,0.0717075,0.4345761,0.1872782,0.8341445,0.4473782,0.6974607,0.786006,0.5787776,0.4248919,0.5109761,0.9704699,0.8168186,0.9273005,0.7826716,0.5807185,0.5023545,0.5845812,0.6287085,0.7272639,0.7375588,0.8401965,0.0101999,0.2248537,0.0789909,0.0467156,0.1340854,0.0097308,0.0361051,0.1733213,0.052734,0.032825,0.0365175,0.871234,0.0952525,0.5579917,0.3860956,0.5936717,0.2557786,0.7527278,0.4264534,0.2602117,0.6028771,0.3466802,0.2961106,0.7531047,0.4801225,0.4254681,0.3303941,-2
0.1774304,0.679504,0.5490099,0.1813548,0.5108865,0.2540116,0.879843,0.4873221,0.6937208,0.731366,0.6424751,0.4554321,0.6153169,0.7662585,0.7080703,0.9026076,0.7567404,0.5747018,0.5293838,0.5391096,0.5636675,0.7066307,0.765112,0.8872524,0.0820945,0.1580915,0.0650256,0.064194,0.1116438,0.1629491,0.0903105,0.2776505,0.0916595,0.0719521,0.0361236,0.7423884,0.0683471,0.6259592,0.3261377,0.5632844,0.3359537,0.8491689,0.2872933,0.3933381,0.5662987,0.3222901,0.311393,0.8704632,0.3099157,0.3699255,0.5928263,-2
0.159148,0.7583618,0.4365083,0.0856257,0.6725596,0.2004226,0.8418457,0.5187136,0.9569597,0.7422813,0.6939986,0.2805438,0.3665208,0.6096914,0.6726831,0.9394275,0.8325532,0.6231226,0.536254,0.5626475,0.518149,0.6689467,0.669403,0.887218,0.0265788,0.0606962,-0.0069009,0.0206011,0.0987587,0.0177907,0.1031796,0.1569597,0.0159031,0.0934958,0.0187745,0.8833124,0.050217,0.6329306,0.3660054,0.4422819,0.3031967,1.0999354,0.1873735,0.4665514,0.643735,0.3291463,0.222014,0.7899571,0.1939166,0.4587995,0.5198542,-2
0.1797157,0.7712065,0.2786017,0.0537431,0.4251187,0.2449116,0.8817989,0.6345297,0.9572043,0.620367,0.55641,0.2126367,0.2797461,0.7516443,0.7726517,0.927994,0.7666751,0.5170255,0.5013185,0.5614458,0.5737583,0.7911683,0.6353152,0.8477476,0.0459437,0.2138427,0.0569616,0.079107,0.1556685,0.0071075,0.0741863,0.1783383,0.0144262,0.0766303,0.0135731,0.8702568,0.0351199,0.4591264,0.5049372,0.4355691,0.2853847,0.9877036,0.2971176,0.491388,0.6267723,0.2528194,0.3327612,0.6116677,0.3314254,0.5706323,0.5091614,-2
0.0959215,0.5665066,0.341895,0.1060683,0.4426698,0.1579559,0.807631,0.4554008,0.8281513,0.8263045,0.8344879,0.6013174,0.5466404,0.7298479,0.629393,0.90297,0.8328974,0.6619824,0.5250486,0.578628,0.6036541,0.7055813,0.6945564,0.8324217,-0.0056671,0.0402735,0.0963174,0.0128332,0.1617329,0.0309718,0.1205457,0.1116672,0.0985982,0.016943,0.0255639,0.8771668,0.0580732,0.5745322,0.3616468,0.6130734,0.2254715,0.7928921,0.3783713,0.4101189,0.5267356,0.3444315,0.2339067,0.8445311,0.3253192,0.4693271,0.4609247,-2
0.1858098,0.5658864,0.464832,0.2002767,0.4986343,0.2368227,0.8628889,0.4372897,0.7589219,0.8722988,0.5757039,0.6579541,0.585773,0.4791375,0.7179031,0.918755,0.7645677,0.5937044,0.5278101,0.5540733,0.6242717,0.7010893,0.7201626,0.802952,0.0477201,0.0825471,0.0271907,0.0143753,0.1532138,-0.0036031,0.1881977,0.086637,0.0953918,0.0505173,0.057217,0.8200419,0.1127126,0.5344103,0.427023,0.5633981,0.2594247,0.6755514,0.3998972,0.4128402,0.7425023,0.2526529,0.3833042,0.6758364,0.4165668,0.4213533,0.5492031,-2
0.2170422,0.8906653,0.3065031,0.2824913,0.5926048,0.3399561,0.9062356,0.5396187,0.5935241,0.7274427,0.6718564,0.788252,0.5132758,0.7669993,0.5771588,0.7036201,0.7795319,0.6075989,0.491449,0.5057753,0.5745233,0.7038922,0.7424059,0.8474393,0.0620438,0.1519939,0.2789762,-0.0008882,0.1494541,0.1732838,0.1574691,0.1779651,0.051179,0.1316012,0.0296763,0.8269127,0.1669394,0.3890017,0.5049387,0.6548128,0.1255255,0.7897699,0.3389424,0.5246736,0.4025162,0.348806,0.2208698,0.7471649,0.4878959,0.41624,0.500043,-2
0.1225833,0.5773041,0.4506894,0.1171499,0.4681177,0.1822226,0.8154824,0.4367817,0.7659887,0.9071376,0.7253118,0.5512325,0.5497317,0.6771205,0.7291052,0.9712395,0.7931238,0.5746678,0.6059495,0.576206,0.6112561,0.681567,0.6999722,0.842851,0.0188267,0.0847673,0.033211,0.0653417,0.1034697,0.0138032,0.0943438,0.1954291,0.0421334,0.0482494,0.0411282,0.7936851,0.0534313,0.6787104,0.2552368,0.6485982,0.2915505,0.7190142,0.3818984,0.402089,0.5832203,0.3101934,0.3715542,0.8064347,0.3844245,0.3652181,0.5335558,-2
0.0631656,0.5138632,0.3339335,0.1369461,0.4939689,0.176156,0.7986901,0.441288,0.6044092,0.8726183,0.9185672,0.6326421,0.4370985,0.7793666,0.684733,0.8421872,0.8050956,0.6306247,0.5789064,0.5852327,0.667615,0.768871,0.7426267,0.8610569,-0.024334,0.04885,0.2622637,0.0176784,0.1967545,0.0472195,0.070123,0.1045681,0.0335471,0.0288902,0.0553684,0.8934879,0.070286,0.5788974,0.2955226,0.757016,0.1861095,0.7630479,0.3320827,0.4276553,0.4248766,0.3403322,0.2446884,0.9332072,0.3389981,0.56332,0.4537765,-2
0.1553392,0.8135624,0.4666683,0.1499662,0.4032389,0.2651338,0.8842164,0.4921616,0.795369,0.7446528,0.5531194,0.6374797,0.6053894,0.636364,0.6744719,0.8288776,0.7126602,0.6025066,0.481815,0.5239196,0.591545,0.6846899,0.7799907,0.877718,0.0239574,0.0190289,0.0263195,0.0875897,0.1079206,0.0006695,0.0332151,0.1133418,0.1502803,0.0440489,0.0471202,0.867586,0.0966408,0.6235001,0.3303474,0.5779552,0.2312459,0.9341488,0.2883934,0.4891544,0.6056974,0.2737416,0.2973972,0.8255919,0.2699814,0.4780612,0.4477213,-2
0.230754,0.5785741,0.4197572,0.2673574,0.3798938,0.3187228,0.8695832,0.5098516,0.6901092,0.6999696,0.6659109,0.5820134,0.4919095,0.518784,0.6247025,0.8849149,0.8094247,0.6137543,0.5104969,0.6114122,0.6129099,0.6931264,0.69404,0.8364696,0.1094016,0.0945054,0.0528338,0.0138868,0.3238254,0.1259918,0.1035807,0.4488469,0.1112031,0.1076373,0.0259165,0.8623863,0.0950762,0.5095741,0.4451756,0.517202,0.2855809,0.8438461,0.3516234,0.451059,0.5064434,0.3211111,0.243689,0.8106537,0.3020794,0.4580152,0.5385466,-2
0.0700215,0.5300498,0.3926609,0.1327851,0.4075268,0.1640226,0.8026815,0.4056802,0.7122457,0.8603056,0.8168652,0.5991427,0.5224744,0.8034305,0.7633378,0.9312281,0.8212547,0.5900931,0.5665877,0.5686016,0.6149506,0.6719976,0.7167847,0.8622365,0.017031,0.0335298,0.1303839,0.0208831,0.116912,0.0798291,0.0538597,0.0891812,0.1344718,0.0247152,0.0701399,0.8890253,0.0815346,0.6297197,0.2679507,0.7394487,0.129406,0.8721621,0.2907721,0.487777,0.4846343,0.3304586,0.2268197,0.9296721,0.2591774,0.5318543,0.4301344,-2
0.266557,0.5887708,0.504622,0.2490067,0.4539854,0.3308561,0.8990038,0.416849,0.7006213,0.7471199,0.5445369,0.3808664,0.5402395,0.716334,0.7257119,0.9009244,0.7479267,0.5496801,0.522974,0.5677236,0.5694065,0.7225491,0.6871442,0.7900747,0.1918531,0.1209638,0.1390845,0.0891589,0.3190329,0.0769044,0.1099479,0.2475717,0.423201,0.0330045,0.0479171,0.7659673,0.1332615,0.5213766,0.4474393,0.5555256,0.1815821,0.9164897,0.3073294,0.3667688,0.6472018,0.3168001,0.2421993,0.7828066,0.4029362,0.3281689,0.7025394,-2
0.1423892,0.8581722,0.4461839,0.1788642,0.3971784,0.2246893,0.8724122,0.4455218,0.6943415,0.7412641,0.6984765,0.6089073,0.6020701,0.8020106,0.6976007,0.8545657,0.7400463,0.6306959,0.5162929,0.5542729,0.5924726,0.7072185,0.7682082,0.8774578,0.0017249,0.0882961,0.073103,0.0419026,0.16655,0.1973074,0.0777518,0.1403601,0.0873685,0.0271868,0.0793897,0.816009,0.0748018,0.5542718,0.3531146,0.6546469,0.2420907,0.7637437,0.4410825,0.2071565,0.6977873,0.2970355,0.2503677,0.8905365,0.3034783,0.4330032,0.5238251,-2
0.2345628,0.5535802,0.5334662,0.2546574,0.5359442,0.2964783,0.868854,0.4434549,0.5477129,0.698703,0.6964461,0.6286879,0.5189101,0.8658679,0.6404032,0.8438389,0.8002883,0.678447,0.5507372,0.5590546,0.6357864,0.7104263,0.6966687,0.8129961,0.0428879,0.1025554,0.1226313,0.0916204,0.4415041,0.1068809,0.0771399,0.0798942,0.1949582,0.0242409,0.0704374,0.7995686,0.0801039,0.5165667,0.4254779,0.5699128,0.2698179,0.8061449,0.4281862,0.1677888,0.6373689,0.2956068,0.4709883,0.7965009,0.3477927,0.4466632,0.42637,-2
0.0266009,0.4613406,0.4017672,0.0233359,0.4665461,0.1003225,0.7921609,0.3992332,0.8067302,0.9024308,0.8327948,0.5563891,0.4272534,0.8487286,0.9037625,0.9516227,0.8491412,0.6091214,0.5537217,0.5924,0.6077426,0.6326721,0.7069199,0.8799451,-0.034418,0.1137642,0.0269159,0.0435219,0.1119429,0.0010683,0.0393849,0.0843358,0.0283738,0.0948309,0.0643845,0.9024466,0.0491408,0.672315,0.2156295,0.769442,0.1304216,0.8586548,0.3107017,0.5038903,0.4883939,0.3324661,0.1365682,0.9203371,0.3751078,0.4679826,0.4670801,-2
0.220851,1.0026215,0.5870522,0.1234963,0.4299706,0.2651338,0.9330695,0.437333,0.9947329,0.5694692,0.4687032,0.494917,0.3814399,0.9159423,0.8123492,0.8952718,0.7196911,0.6138637,0.3573986,0.5879239,0.5432366,0.7151863,0.7890858,0.8797896,0.0391475,0.2609867,0.0468848,0.0250696,0.0714476,0.0752626,0.0645759,0.1020809,0.03096,0.061996,0.0292586,0.8072089,0.1847078,0.5623836,0.5206712,0.2758722,0.3028472,0.9487268,0.4968661,0.2073724,1.0204317,0.1864935,0.3894598,0.4961448,0.5098941,0.1953872,0.7602672,-2
0.2787452,0.4644685,0.6602914,0.2542056,0.3177038,0.3035561,0.8623625,0.4960618,0.595039,0.6524613,0.7210826,0.5261866,0.7349932,0.8240779,0.5873648,0.903558,0.7677743,0.6137266,0.5308194,0.6200015,0.6277591,0.7543653,0.7427843,0.752828,0.0865437,0.2890025,0.0867356,0.0303682,0.1099292,0.1102321,0.1396402,0.2167589,0.0540476,0.0400452,0.0484541,0.7875281,0.0635747,0.6883347,0.2736264,0.5383325,0.361191,1.0638173,0.1620181,0.2284065,0.7116259,0.3465559,0.2579061,0.9385889,0.2211115,0.4106346,0.4545981,-2
0.0959215,0.6032522,0.4599171,0.056366,0.5302123,0.1781782,0.8225493,0.3763202,0.8000428,0.8826711,0.675663,0.4951589,0.4539224,0.8919055,0.945646,0.9832637,0.7837004,0.5770937,0.5440368,0.5956678,0.656133,0.679527,0.68401,0.8135038,0.0031604,0.2911346,0.1252297,0.0756763,0.1586506,0.0420681,0.0831444,0.1849463,0.0632113,0.0782696,0.0770985,0.7873719,0.0615715,0.5934422,0.3566832,0.6362706,0.1477877,0.7967788,0.3273019,0.5814453,0.4695718,0.3233148,0.2187192,0.8889862,0.3515757,0.4901466,0.5312538,-2
0.1378186,0.6414563,0.6960905,0.111249,0.4763212,0.1913226,0.8342907,0.4199592,0.8368857,0.8168052,0.6914185,0.5375536,0.5178153,0.8209422,0.8468666,0.9229324,0.7374582,0.5635341,0.5111959,0.5387259,0.5800847,0.7129095,0.7601609,0.9064373,-0.0140545,0.1705898,0.025017,0.0046841,0.113615,0.044673,0.0465231,0.1139032,0.0552679,0.0292159,0.0598623,0.860314,0.0602297,0.8513049,0.160677,0.5556196,0.3082868,0.8690059,0.3432492,0.4811141,0.6117924,0.3110019,0.3391208,0.698221,0.3653426,0.4074751,0.6344511,-2
0.2040922,0.6822121,0.6084831,0.2260995,0.3323028,0.2732227,0.9026241,0.4402107,0.6397994,0.6633706,0.6572188,0.5221999,0.6827321,0.8653751,0.6386394,0.8771146,0.7774276,0.6361679,0.5017414,0.4868184,0.561507,0.7483041,0.7812808,0.8508869,-0.013859,0.1225114,0.1637088,0.0778397,0.2323417,0.0804334,0.0657816,0.4390104,0.0781176,0.0276538,0.0798344,0.853347,0.0757948,0.6052317,0.3670549,0.5129333,0.3578299,0.8570331,0.356655,0.2537935,0.6143438,0.2986133,0.4255266,0.7848987,0.3882378,0.3578268,0.5319504,-2
0.0266009,0.3474015,0.4093453,0.0511228,0.4749626,0.1175115,0.7762803,0.3920686,0.7193128,0.8839157,0.8094134,0.6451886,0.5904601,0.7887062,0.8561612,0.9272026,0.8035177,0.5743938,0.5140857,0.6102915,0.6763058,0.720892,0.7161792,0.8463058,-0.0496267,0.1582986,0.0637469,0.011347,0.1495957,0.0403823,0.0709978,0.1096588,0.0399659,0.0378769,0.0537703,0.8250874,0.0409556,0.640866,0.2524137,0.7584799,0.1217317,0.8499781,0.2962299,0.4838729,0.4503193,0.3694368,0.1751779,0.9201188,0.3090742,0.5092269,0.4428035,-2
0.207901,0.7323834,0.412005,0.2741918,0.5069822,0.302545,0.9017249,0.4424007,0.6374488,0.7903889,0.7116248,0.6105646,0.4924245,0.6050997,0.5502134,0.8994495,0.7770304,0.5908611,0.5777761,0.4917422,0.6145635,0.7422519,0.7365277,0.8426347,0.1354032,0.1082753,0.1183056,0.1204465,0.2136999,0.0767379,0.1630798,0.3348602,0.1878617,0.0334678,0.0648083,0.7393396,0.0682345,0.4379084,0.5112732,0.5450134,0.2167835,0.830206,0.3507339,0.3711574,0.5802342,0.2723978,0.340543,0.9097278,0.3059837,0.4348396,0.5516196,-2
0.1317245,0.5410101,0.4415511,0.1322783,0.5626188,0.239856,0.8592141,0.3918565,0.7260265,0.8607926,0.6081633,0.5831709,0.6203136,0.8614627,0.8717944,0.906556,0.7657473,0.544561,0.5470881,0.6116929,0.7098761,0.7300439,0.6780496,0.7485496,0.0656809,0.184514,0.0988561,0.0719491,0.0988239,-0.0002963,0.1895199,0.1706502,0.1245725,0.0410807,0.0568223,0.7452786,0.0770944,0.5115232,0.4333319,0.6443766,0.0768603,0.7495417,0.3783656,0.6039437,0.4719657,0.3304537,0.0895235,0.9500914,0.3787892,0.4770548,0.4792493,-2
0.130201,0.6155483,0.4114168,0.148615,0.4887618,0.1741337,0.8180021,0.4431224,0.6967041,0.9190884,0.8512254,0.6357715,0.6016988,0.6931846,0.5397132,0.8802161,0.7834876,0.5387744,0.5711173,0.5633902,0.6273739,0.7091184,0.7393364,0.8343256,0.0345,0.018468,0.067694,0.1279654,0.1785412,0.0876807,0.1572389,0.2453766,0.0863884,0.0391915,0.0443167,0.7298657,0.0588498,0.6248136,0.2648956,0.7433764,0.1761643,0.8012867,0.3201321,0.456928,0.4354152,0.3684217,0.2251565,0.8916725,0.3485849,0.4254203,0.5386723,-2
0.1576245,0.6328502,0.5809248,0.1445052,0.5822887,0.2459227,0.8645895,0.4982145,0.7536827,0.7227351,0.6490412,0.3599056,0.5494942,0.7600957,0.6876545,0.9032664,0.7529443,0.5499744,0.5133912,0.5406718,0.5875529,0.740725,0.7719522,0.8771663,0.0275949,0.1285864,0.0723351,0.0764239,0.1620378,0.0551195,0.0946023,0.2632868,0.0656527,0.0230794,0.0493144,0.8254906,0.0636735,0.6879654,0.3038938,0.5297609,0.2734258,0.9241584,0.3390942,0.3520366,0.6270345,0.3059421,0.3451435,0.8684548,0.2794701,0.4317481,0.4918954,-2
0.0761156,0.5116506,0.4575862,0.1007639,0.4305069,0.1559337,0.8304719,0.3987539,0.7902967,0.7569881,0.7479475,0.5682341,0.4448947,0.7866807,0.8062834,1.0084142,0.8516759,0.6055474,0.506232,0.5747667,0.5815663,0.6486048,0.671902,0.8572644,-0.0071544,0.0696151,0.014349,0.0713029,0.0875591,0.0065532,0.1192645,0.099575,0.0713668,0.0616876,0.0675499,0.8019181,0.0581604,0.6213192,0.3309005,0.5838101,0.2503506,0.8600944,0.3557918,0.4010608,0.5949007,0.3000617,0.228359,0.8712314,0.2615289,0.5571881,0.4431239,-2
0.1629569,0.7605208,0.5060117,0.2195321,0.5316469,0.2439005,0.894962,0.4682706,0.6300848,0.7692535,0.6425664,0.6452037,0.6771537,0.6902362,0.6267754,0.810509,0.8045674,0.6366349,0.4918237,0.5191229,0.5996171,0.7286416,0.717628,0.8626992,0.031398,0.1033539,0.1223248,0.0754829,0.4003354,0.0498577,0.1360245,0.254378,0.1186865,0.0903346,0.0704696,0.7439658,0.0812965,0.5478077,0.3986273,0.5927993,0.2036934,0.8837461,0.2576,0.4727669,0.6664853,0.2617297,0.2851787,0.7840527,0.4005569,0.4119811,0.6119173,-2
0.0334567,0.3713866,0.4265075,0.0190977,0.4728368,0.0962781,0.7730221,0.371613,0.8272975,0.98616,0.7787156,0.6221656,0.4634528,0.7640244,0.9216299,0.955163,0.809419,0.5894676,0.5555086,0.5683255,0.5917855,0.6520019,0.6852683,0.8309627,-0.0552075,0.0222163,0.037989,0.0147217,0.1314841,0.0006052,0.1431466,0.0521394,0.0544721,0.0175655,0.0757591,0.804305,0.0488245,0.6826614,0.2142172,0.7831836,0.0726495,0.8515523,0.3185122,0.5690277,0.4635506,0.3465716,0.089867,0.926436,0.2944817,0.6146171,0.4712868,-2
0.1172509,0.8964203,0.4835473,0.0769113,0.4941392,0.2155893,0.8847687,0.4274927,0.8732446,0.7172059,0.598305,0.4650875,0.4366107,0.7117479,0.7806056,0.861339,0.7950573,0.5863304,0.4578932,0.6371392,0.6049033,0.7361806,0.7372188,0.889828,0.0083054,0.2649395,0.0532272,0.1314643,0.0927481,0.0258101,0.0642125,0.107251,0.0338378,0.0462338,0.0415741,0.8095162,0.0878842,0.5987256,0.3826609,0.5036954,0.2884694,0.7971654,0.4296221,0.4194908,0.6072348,0.3398255,0.2051425,0.6784469,0.246042,0.5505905,0.6421046,-2
0.1797157,0.7531004,0.5227862,0.1499347,0.5926792,0.2408671,0.8797788,0.4584562,0.8299064,0.7196094,0.5317484,0.3038478,0.4455695,0.9338074,0.8461805,0.9781313,0.7825664,0.5341479,0.52602,0.5485091,0.5805198,0.731237,0.7300878,0.8560311,0.0464432,0.1491603,0.1225638,0.0663497,0.149447,0.0324098,0.0859538,0.4734042,0.1055729,0.081447,0.0551499,0.825343,0.0673259,0.618152,0.362734,0.5221979,0.255215,0.9037851,0.3598011,0.4198775,0.6040334,0.2984736,0.2702497,0.7811574,0.3669116,0.3691922,0.591199,-2
0.1621951,0.5879656,0.3998197,0.1685532,0.4391241,0.2530005,0.8757557,0.4891683,0.7149039,0.6548257,0.5681207,0.5164247,0.5239323,0.71817,0.8062246,0.8613931,0.7511714,0.6221454,0.4821841,0.5422398,0.6227967,0.7871527,0.7932355,0.9214299,0.042544,0.4096265,0.0737622,0.0509374,0.0968909,0.1587843,0.0418661,0.1390411,0.0363331,0.0591187,0.0631106,0.8561108,0.0734861,0.51962,0.4070358,0.6119163,0.1741797,0.8921698,0.3194656,0.4641969,0.5546567,0.324766,0.2007306,0.7359296,0.2324087,0.6756255,0.4591294,-2
0.0905891,0.5992468,0.4876167,0.1299962,0.4188318,0.1802004,0.833749,0.4394131,0.6358332,0.7856135,0.8265014,0.6521892,0.5855276,0.7612772,0.6721346,0.8543623,0.8017736,0.629063,0.5499724,0.5716312,0.6026428,0.6886703,0.6858966,0.8749716,-0.0088487,0.0995426,0.0667474,0.0475203,0.1512163,0.068839,0.0842634,0.0581306,0.0426338,0.06576,0.0581007,0.817902,0.0484711,0.6572288,0.2357905,0.733415,0.2096786,0.8717818,0.2583228,0.3968511,0.5343486,0.3680368,0.1417216,0.9043931,0.279117,0.5672152,0.4170367,-2
0.2101863,0.5840552,0.4113829,0.2457025,0.4357246,0.2742338,0.8430574,0.4731729,0.6029204,0.7599083,0.7391476,0.6652837,0.5773161,0.7676718,0.6430591,0.8283054,0.7612057,0.6075699,0.5911852,0.5422553,0.6258079,0.7737486,0.808117,0.8304118,0.1576065,0.2617099,0.0874446,0.0805397,0.204676,0.2561266,0.0935696,0.1765289,0.1191543,0.0260004,0.0517095,0.7586177,0.0954781,0.5619526,0.3415648,0.6508363,0.3126627,0.704051,0.3660209,0.3769863,0.5301228,0.3076245,0.3656475,0.8100941,0.341051,0.5264929,0.462019,-2
0.1941893,1.0787454,0.416571,0.1793386,0.4594591,0.2530005,0.9118334,0.5644178,0.660831,0.7505284,0.6135942,0.609637,0.5580416,0.8149727,0.5815802,0.7543227,0.7600763,0.5712469,0.4914229,0.4437856,0.5858768,0.7511221,0.7850352,0.8693336,0.0302562,0.1106776,0.1893452,0.0481567,0.3017008,0.0528826,0.1075809,0.1949385,0.1011008,0.0133027,0.0765482,0.8438621,0.0620707,0.4884739,0.4182342,0.625474,0.2160151,0.8091005,0.3623208,0.4784253,0.4348399,0.326504,0.2326231,0.9228992,0.2472752,0.485403,0.4755632,-2
0.31531,0.354822,0.5882139,0.2409565,0.544331,0.4188229,0.7822875,0.4585519,0.6410498,0.8244588,0.8214611,0.4843681,0.5432514,0.8150009,0.6061898,0.7948811,0.816809,0.6278223,0.5992893,0.5639581,0.5928829,0.6893262,0.725055,0.8233247,0.0191184,0.0543194,0.1696232,0.0789615,0.7045433,0.141093,0.1363673,0.1513892,0.1357734,0.0206351,0.0653104,0.7589771,0.0694536,0.6542791,0.3006388,0.6226254,0.2763225,0.8165898,0.2804566,0.3736605,0.613065,0.2686286,0.4536344,0.794486,0.4573381,0.4125778,0.4943087,1
0.2871246,0.8150041,0.3020835,0.2279401,0.4777097,0.3632117,0.9227984,0.6283226,0.5724874,0.7559247,0.4860269,0.1931422,0.584462,0.7727405,0.565335,0.8045043,0.6678189,0.5509067,0.5731967,0.45447,0.5194528,0.8133936,0.7522511,0.8510891,0.0849875,0.1050649,0.0636822,0.1170821,0.0897779,0.0035895,0.1191637,0.5031961,0.0979727,0.0343629,0.0561398,0.8432392,0.0557101,0.3556363,0.5457993,0.6002714,0.2496502,0.7451282,0.2884714,0.3097952,0.6607383,0.3307003,0.2414945,0.8898139,0.2404074,0.5521349,0.4470191,1
0.5065131,0.5017579,1.0649389,0.2677433,0.5146383,0.6139675,0.8504525,0.3831849,0.804354,0.7024133,0.5293167,0.5135416,0.5452842,0.747562,0.7399009,0.7941308,0.7325127,0.5440888,0.5913128,0.532932,0.5738622,0.6970823,0.8107858,0.9079475,0.0606739,0.0955432,0.0554805,0.0839123,0.2097414,0.1134398,0.0034926,0.1993172,0.0822776,0.0205478,0.0300928,0.8378229,0.1447228,0.977236,0.1600025,0.3939539,0.3633767,0.8224157,0.5083886,0.4407411,0.5442037,0.3211239,0.2837256,0.7946888,0.3576776,0.4357882,0.4385173,1
0.4067218,0.5693562,0.5440387,0.3495594,0.3216197,0.4875785,0.9014638,0.4704911,0.5778626,0.7083261,0.5876218,0.4126212,0.5141548,0.5839272,0.6624601,0.7960943,0.7281588,0.5988483,0.4530338,0.5484253,0.5379406,0.7870038,0.8740879,0.7897414,0.2708541,0.2659941,0.1603945,0.1737889,0.2512097,0.1171371,0.1224398,1.6691775,0.1363963,0.0350775,0.0460761,0.6770171,0.0945762,0.480853,0.4678546,0.4975751,0.4505313,0.6708604,0.4000282,0.1232595,0.9091227,0.2497549,0.3601161,0.5993792,0.3540173,0.5140812,0.7584616,1
0.2475128,0.4805511,0.78119,0.2056336,0.3371983,0.2519894,0.827501,0.3784275,0.7946783,0.7163477,0.6036104,0.4137131,0.4849945,0.8639687,0.7716377,0.8398228,0.6964483,0.5645778,0.5849461,0.5554502,0.6519615,0.7590874,0.8233318,0.8748189,0.051547,0.1997352,0.0756627,0.1086801,0.2050008,0.1551418,0.0228316,0.1396891,0.0701604,0.032557,0.0716549,0.8533396,0.1416946,0.7624544,0.2755581,0.4702817,0.3426785,0.8135837,0.4558666,0.37042,0.577383,0.3065798,0.2843913,0.8327993,0.4175809,0.3447292,0.4857915,1
0.3533982,0.6726671,0.6113023,0.2356419,0.4892983,0.3065894,0.8762793,0.5373472,0.769264,0.567808,0.5255124,0.5197651,0.5159248,0.876682,0.6188644,0.8044038,0.6728215,0.58091,0.5268491,0.4916872,0.5800215,0.7334585,0.7796391,0.8131602,0.1668274,0.122156,0.0295922,0.0766438,0.1404043,0.1724816,0.0966111,0.099343,0.0761304,0.0213616,0.0434669,0.8343902,0.0642191,0.6382943,0.3749645,0.4647725,0.3175425,0.8591814,0.3891176,0.3633044,0.6722168,0.2835653,0.2671768,0.7709801,0.3419004,0.4157581,0.6224792,1
0.1317245,0.4655539,0.4519146,0.148225,0.3642491,0.185256,0.7869156,0.3754097,0.7235009,0.851554,0.7344294,0.6151238,0.5555232,0.7960411,0.7424115,0.8468558,0.8159285,0.5843063,0.5660517,0.5354241,0.5822202,0.7459181,0.7652622,0.8479954,0.0659013,0.0502849,0.0818218,0.0274838,0.1459524,0.0834642,0.0850315,0.128529,0.0860519,0.0439028,0.0659402,0.8439948,0.085338,0.5684305,0.361691,0.6597925,0.1597459,0.797988,0.3422797,0.4793662,0.5878555,0.3032694,0.1144017,0.8836738,0.3636986,0.4546272,0.6841879,1
0.441763,0.7586265,0.5350083,0.3683461,0.4143983,0.4441007,0.9343844,0.57242,0.6128499,0.5625083,0.471978,0.3639137,0.6744472,0.7177807,0.5381786,0.8463786,0.6816623,0.5963452,0.5686053,0.4730519,0.5378357,0.7502212,0.7951314,0.8121486,0.1955692,0.1568991,0.1537463,0.1654313,0.1870024,0.1149774,0.1278688,0.6375259,0.1777586,0.0683942,0.0318921,0.7819684,0.1509163,0.4433704,0.554823,0.3886786,0.4221835,0.7879226,0.4245539,0.1113142,0.6955427,0.2936428,0.5121391,0.7264164,0.2914417,0.3908095,0.5299797,1
